ullid;date;time;LocalTime[us];EngineCycleId#;PrintCycleId#;ActionId$;Result$;PrintMode$;Images~;SquareDecimeter[dm2]#
00000000001575106920;2020-12-12;22:02:53;4238954452;377;1;origin=/ACM, seqNr={377};Success;4_pass;1,;3829
00000000001578819537;2020-12-13;19:44:49;82353656709;378;2;origin=/ACM, seqNr={378};Success;4_pass;1,;361
00000000001590888245;2020-12-13;23:00:13;94077706128;379;3;origin=/ACM, seqNr={379};Success;4_pass;1,;8191
00000000001592123004;2020-12-13;23:22:09;95393553664;380;4;origin=/ACM, seqNr={380};Cancelled;4_pass;1,2,;858
00000000001597245641;2020-12-14;00:37:08;99892464139;381;5;origin=/ACM, seqNr={381};Cancelled;4_pass;1,2,;4015
00000000001602111868;2020-12-14;01:45:57;104021334693;382;6;origin=/ACM, seqNr={382};Success;4_pass;1,;3848
00000000001605938985;2020-12-14;02:40:26;107290334924;383;7;origin=/ACM, seqNr={383};Success;4_pass;1,;3012
00000000001612428508;2020-12-14;04:06:03;112427354873;384;8;origin=/ACM, seqNr={384};Success;8_pass;1,;2307
00000000001614879081;2020-12-14;04:40:39;114503219600;385;9;origin=/ACM, seqNr={385};Cancelled;8_pass;1,;871
00000000001618979716;2020-12-14;05:45:45;118409060963;386;11;origin=/ACM, seqNr={386};Success;4_pass;1,;3251
00000000001622466710;2020-12-14;06:33:11;121255068065;387;12;origin=/ACM, seqNr={387};Cancelled;8_pass;1,;1271
00000000001622750629;2020-12-14;06:44:03;121906834791;388;13;origin=/ACM, seqNr={388};Success;8_pass;1,;62
00000000001623881956;2020-12-14;07:03:27;123070708376;389;14;origin=/ACM, seqNr={389};Success;8_pass;1,;389
00000000001628720500;2020-12-14;08:14:18;127321664619;390;16;origin=/ACM, seqNr={390};Success;4_pass;1,;3860
00000000001633618550;2020-12-14;09:23:59;131502694024;391;17;origin=/ACM, seqNr={391};Success;4_pass;1,;3895
00000000001638638396;2020-12-14;10:42:53;136236684457;392;18;origin=/ACM, seqNr={392};Success;4_pass;1,;3975
00000000001643460925;2020-12-14;11:49:30;140233910458;393;19;origin=/ACM, seqNr={393};Success;4_pass;1,;3841
00000000001643602900;2020-12-14;11:52:46;140429411786;394;20;origin=/ACM, seqNr={394};Success;4_pass;1,;75
00000000001648545233;2020-12-14;13:05:06;144769864277;395;21;origin=/ACM, seqNr={395};Success;4_pass;1,;3938
00000000001653308875;2020-12-14;14:15:11;148974438324;396;22;origin=/ACM, seqNr={396};Success;4_pass;1,;3789
00000000001658186203;2020-12-14;15:26:22;153245669964;397;23;origin=/ACM, seqNr={397};Success;4_pass;1,2,;3867
00000000001663343019;2020-12-14;17:13:40;159683584923;398;24;origin=/ACM, seqNr={398};Success;4_pass;1,;3891
00000000001669844776;2020-12-14;21:05:47;173610140215;399;25;origin=/ACM, seqNr={399};Cancelled;4_pass;1,2,;4116
00000000001674769822;2020-12-14;22:21:41;178164218511;400;26;origin=/ACM, seqNr={400};Success;4_pass;1,;3882
00000000001675630298;2020-12-14;22:40:52;179314491876;401;27;origin=/ACM, seqNr={401};Success;4_pass;1,;624
00000000001676439263;2020-12-14;22:53:35;180077532264;402;28;origin=/ACM, seqNr={402};Success;4_pass;1,;602
00000000001677618274;2020-12-14;23:23:10;181852825986;403;29;origin=/ACM, seqNr={403};Success;4_pass;1,2,;853
00000000001677847714;2020-12-14;23:34:55;182557759970;404;30;origin=/ACM, seqNr={404};Success;4_pass;1,;118
00000000001682594767;2020-12-15;00:43:01;186643959835;405;31;origin=/ACM, seqNr={405};Success;6_pass_pinCure;1,;1628
00000000001683833839;2020-12-15;01:01:37;187759840730;406;32;origin=/ACM, seqNr={406};Success;6_pass_pinCure;1,;504
00000000001687952884;2020-12-15;01:54:06;190908529732;407;33;origin=/ACM, seqNr={407};Success;6_pass_pinCure;1,;1748
00000000001693411672;2020-12-15;03:00:31;194893188964;408;34;origin=/ACM, seqNr={408};Success;6_pass_pinCure;1,;2365
00000000001697564798;2020-12-15;04:01:14;198536554548;409;35;origin=/ACM, seqNr={409};Success;4_pass;1,;3305
00000000001701905971;2020-12-15;05:07:15;202497219381;410;36;origin=/ACM, seqNr={410};Success;4_pass;1,;3465
00000000001706698328;2020-12-15;06:21:38;206960357824;411;37;origin=/ACM, seqNr={411};Success;4_pass;1,;3834
00000000001707434949;2020-12-15;06:36:17;207838831722;412;38;origin=/ACM, seqNr={412};Success;4_pass;1,;444
00000000001710400959;2020-12-15;07:56:53;212675069198;413;39;origin=/ACM, seqNr={413};Success;4_pass;1,;1897
00000000001720488434;2020-12-15;10:30:36;221898420437;414;40;origin=/ACM, seqNr={414};Success;4_pass;1,;8267
00000000001720660599;2020-12-15;10:44:03;222704625817;415;41;origin=/ACM, seqNr={415};Cancelled;4_pass;1,;35
00000000001720926273;2020-12-15;10:56:46;223468132147;416;42;origin=/ACM, seqNr={416};Cancelled;4_pass;1,;153
00000000001722392185;2020-12-15;11:23:24;225065685159;417;44;origin=/ACM, seqNr={417};Cancelled;4_pass;1,;1046
00000000001727254146;2020-12-15;13:01:07;230928482062;418;45;origin=/ACM, seqNr={418};Success;4_pass;1,;3220
00000000001731947052;2020-12-15;14:01:54;234575513812;419;46;origin=/ACM, seqNr={419};Success;4_pass;1,;3268
00000000001732871026;2020-12-15;14:25:54;236015355504;420;47;origin=/ACM, seqNr={420};Cancelled;4_pass;1,;562
00000000001733200468;2020-12-15;14:35:32;236594083339;421;48;origin=/ACM, seqNr={421};Cancelled;4_pass;1,;165
00000000001733494129;2020-12-15;14:46:19;237240366162;422;49;origin=/ACM, seqNr={422};Cancelled;4_pass;1,2,;165
00000000001733651385;2020-12-15;15:16:40;239061380982;423;51;origin=/ACM, seqNr={423};Success;4_pass;1,;0
00000000001733709740;2020-12-15;15:22:41;239422702019;424;52;origin=/ACM, seqNr={424};Cancelled;4_pass;1,;0
00000000001733770592;2020-12-15;15:30:31;239893108020;425;53;origin=/ACM, seqNr={425};Cancelled;4_pass;1,;0
00000000001734674903;2020-12-15;15:44:18;240719544299;426;54;origin=/ACM, seqNr={426};Cancelled;4_pass;1,2,;595
00000000001735589444;2020-12-15;16:40:35;244096254491;427;55;origin=/ACM, seqNr={427};Cancelled;4_pass;1,;429
00000000001747696010;2020-12-16;11:00:11;310071214694;428;56;origin=/ACM, seqNr={428};Success;6_pass_pinCure;1,;2633
00000000001748737594;2020-12-16;11:16:16;311036465076;429;57;origin=/ACM, seqNr={429};Success;6_pass_pinCure;1,;431
00000000001749056515;2020-12-16;11:57:54;313534292009;431;58;origin=/ACM, seqNr={431};Cancelled;8_pass_pinCure;1,;0
00000000001749081722;2020-12-16;12:01:21;313741262027;432;59;origin=/ACM, seqNr={432};Cancelled;8_pass_pinCure;1,;0
00000000001755275470;2020-12-16;13:23:18;318658412759;433;60;origin=/ACM, seqNr={433};Success;8_pass_pinCure;1,2,;1956
00000000001763158022;2020-12-16;15:23:28;325867702694;434;61;origin=/ACM, seqNr={434};Success;8_pass_pinCure;1,;2529
00000000001763710640;2020-12-16;15:34:57;326557435558;435;64;origin=/ACM, seqNr={435};Success;8_pass;1,;173
00000000001764018837;2020-12-16;15:41:21;326941212219;436;65;origin=/ACM, seqNr={436};Success;8_pass;1,;87
00000000001765645565;2020-12-16;16:10:39;328699014106;437;66;origin=/ACM, seqNr={437};Success;8_pass;1,;572
00000000001767063238;2020-12-16;20:08:04;342943321097;438;67;origin=/ACM, seqNr={438};Success;8_pass_pinCure;1,;130
00000000001767759045;2020-12-16;20:20:39;343698911986;439;68;origin=/ACM, seqNr={439};Success;8_pass_pinCure;1,;195
00000000001769341516;2020-12-16;20:48:20;345359921573;440;69;origin=/ACM, seqNr={440};Success;8_pass_pinCure;1,;485
00000000001771333937;2020-12-16;21:14:47;346946452851;441;70;origin=/ACM, seqNr={441};Success;8_pass_pinCure;1,;644
00000000001772944096;2020-12-16;21:36:40;348259119839;442;71;origin=/ACM, seqNr={442};Success;8_pass_pinCure;1,;511
00000000001774532798;2020-12-16;22:09:15;350214912870;443;72;origin=/ACM, seqNr={443};Success;8_pass_pinCure;1,;485
00000000001774924850;2020-12-16;23:20:37;354496885584;444;73;origin=/ACM, seqNr={444};Cancelled;8_pass_pinCure;1,;12
00000000001776369360;2020-12-16;23:43:02;355841040589;445;75;origin=/ACM, seqNr={445};Success;8_pass_pinCure;1,;432
00000000001778367346;2020-12-17;00:21:32;358151027600;446;76;origin=/ACM, seqNr={446};Success;8_pass_pinCure;1,;613
00000000001780903960;2020-12-17;00:53:26;360065490905;447;77;origin=/ACM, seqNr={447};Success;8_pass_pinCure;1,2,;806
00000000001782576943;2020-12-17;01:17:08;361487262280;448;78;origin=/ACM, seqNr={448};Success;8_pass_pinCure;1,;528
00000000001784427977;2020-12-17;01:43:31;363070613565;449;79;origin=/ACM, seqNr={449};Success;8_pass_pinCure;1,;581
00000000001787576652;2020-12-17;02:48:22;366961219037;450;80;origin=/ACM, seqNr={450};Success;8_pass;1,;1097
