ullid;date;time;LocalTime[us];EngineCycleId#;PrintCycleId#;ActionId$;Result$;PrintMode$;Images~;SquareDecimeter[dm2]#
00000000013749369917;2021-11-22;13:30:46;8005837889;3630;1;origin=/ACM, seqNr={3630};Cancelled;8_pass_pinCure;1,;62
00000000013756248899;2021-11-22;14:58:28;13268611794;3638;2;origin=/ACM, seqNr={3638};Success;8_pass_pinCure;1,2,;1983
00000000013765234867;2021-11-22;17:04:53;20852983301;3639;3;origin=/ACM, seqNr={3639};Success;4_pass;1,;7100
00000000013774236325;2021-11-22;19:05:55;28114406329;3640;4;origin=/ACM, seqNr={3640};Success;4_pass;1,;7114
00000000013776002363;2021-11-23;05:47:02;66581460195;3641;5;origin=/ACM, seqNr={3641};Failed;8_pass_pinCure;1,;0
00000000013786169499;2021-11-23;07:37:44;73223152157;3642;6;origin=/ACM, seqNr={3642};Success;8_pass_pinCure;1,2,3,;2958
00000000013794680275;2021-11-23;09:32:57;80135741161;3643;7;origin=/ACM, seqNr={3643};Cancelled;4_pass;1,2,;6484
00000000013800092726;2021-11-23;10:52:29;84907423441;3644;8;origin=/ACM, seqNr={3644};Success;4_pass;1,;4125
00000000013803723064;2021-11-23;11:54:41;88639304274;3645;10;origin=/ACM, seqNr={3645};Success;4_pass;1,;2705
00000000013807641301;2021-11-23;14:24:57;97655482663;3646;11;origin=/ACM, seqNr={3646};Success;4_pass;1,;2613
00000000013814487308;2021-11-24;04:29:28;148324841174;3647;12;origin=/ACM, seqNr={3647};Success;4_pass;1,;3393
00000000013819262646;2021-11-24;05:35:00;152257252448;3651;15;origin=/ACM, seqNr={3651};Success;8_pass_pinCure;1,;1424
00000000013824804840;2021-11-24;06:59:28;157324906309;3652;17;origin=/ACM, seqNr={3652};Cancelled;4_pass;1,;4359
00000000013834141398;2021-11-24;09:10:46;165202469517;3653;18;origin=/ACM, seqNr={3653};Success;4_pass;1,;7092
00000000013835765780;2021-11-24;09:51:15;167632155845;3659;19;origin=/ACM, seqNr={3659};Success;8_pass_pinCure;1,2,;331
00000000013842225189;2021-11-24;11:46:27;174543103591;3660;21;origin=/ACM, seqNr={3660};Success;4_pass;1,;4827
00000000013852292459;2021-11-24;15:47:03;188979054886;3661;22;origin=/ACM, seqNr={3661};Success;4_pass;1,;7085
00000000013859724150;2021-11-25;06:55:30;243485286187;3667;23;origin=/ACM, seqNr={3667};Success;8_pass_pinCure;1,;1404
00000000013860678008;2021-11-25;07:27:32;245406605507;3671;24;origin=/ACM, seqNr={3671};Success;8_pass_pinCure;1,;208
00000000013864918932;2021-11-25;08:38:43;249677664713;3672;27;origin=/ACM, seqNr={3672};Success;8_pass;1,;1604
00000000013874275339;2021-11-25;11:21:20;259434479793;3673;28;origin=/ACM, seqNr={3673};Success;4_pass;1,;7038
00000000013874447559;2021-11-25;11:25:31;259685573098;3674;29;origin=/ACM, seqNr={3674};Success;4_pass;1,;93
00000000013874518227;2021-11-25;11:38:49;260483690290;3675;30;origin=/ACM, seqNr={3675};Failed;8_pass;1,;0
00000000013874913588;2021-11-25;11:49:08;261102911978;3676;31;origin=/ACM, seqNr={3676};Cancelled;8_pass;1,;118
00000000013875786159;2021-11-25;12:11:18;262432927017;3680;32;origin=/ACM, seqNr={3680};Success;8_pass;1,;264
00000000013881484171;2021-11-25;13:50:54;268407967430;3681;33;origin=/ACM, seqNr={3681};Success;4_pass;1,;4286
00000000013887456709;2021-11-26;06:24:55;328047782915;3682;34;origin=/ACM, seqNr={3682};Success;8_pass;1,;1349
00000000013897145704;2021-11-26;08:26:32;335344872450;3683;35;origin=/ACM, seqNr={3683};Success;8_pass;1,2,;3712
00000000013897190627;2021-11-26;08:33:12;335744250264;3684;36;origin=/ACM, seqNr={3684};Success;8_pass_pinCure;1,;0
00000000013898083263;2021-11-26;08:45:55;336507788189;3685;37;origin=/ACM, seqNr={3685};Cancelled;8_pass_pinCure;1,;241
00000000013904179947;2021-11-26;10:04:58;341250894271;3689;38;origin=/ACM, seqNr={3689};Success;8_pass_pinCure;1,;1856
00000000013905273049;2021-11-26;11:10:26;345178517391;3690;44;origin=/ACM, seqNr={3690};Success;4_pass;1,;627
00000000013908817366;2021-11-26;12:00:38;348190315694;3691;46;origin=/ACM, seqNr={3691};Success;8_pass;1,;1366
00000000013909059980;2021-11-26;12:04:51;348443430039;3692;47;origin=/ACM, seqNr={3692};Success;8_pass;1,;69
00000000013909323340;2021-11-26;12:12:19;348890988575;3693;49;origin=/ACM, seqNr={3693};Success;3_pass_pinCure;1,;162
00000000013918214218;2021-11-26;14:08:31;355863217238;3694;51;origin=/ACM, seqNr={3694};Success;4_pass;1,;6849
00000000013921507793;2021-11-26;15:43:57;361589462011;3695;52;origin=/ACM, seqNr={3695};Cancelled;4_pass;1,;2314
00000000013922212573;2021-11-26;16:03:57;362789172817;3696;53;origin=/ACM, seqNr={3696};Success;4_pass;1,;470
00000000013922668769;2021-11-26;16:43:25;365157015359;3697;54;origin=/ACM, seqNr={3697};Cancelled;8_pass;1,2,;89
00000000013926511902;2021-11-26;17:38:04;368436478506;3698;55;origin=/ACM, seqNr={3698};Success;8_pass;1,2,;1502
00000000013937716994;2021-11-27;11:12:04;431674243940;3699;56;origin=/ACM, seqNr={3699};Success;4_pass;1,;6573
00000000013941126545;2021-11-28;06:15:10;500258889147;3703;57;origin=/ACM, seqNr={3703};Cancelled;8_pass;1,;36
00000000013942329032;2021-11-28;06:44:08;501997311094;3704;59;origin=/ACM, seqNr={3704};Cancelled;8_pass;1,;439
00000000013942398772;2021-11-28;06:54:30;502618420235;3705;61;origin=/ACM, seqNr={3705};Cancelled;8_pass;1,;0
00000000013942476929;2021-11-28;07:03:21;503150046679;3706;63;origin=/ACM, seqNr={3706};Cancelled;8_pass;1,;0
