ullid;date;time;LocalTime[us];EngineCycleId#;PrintCycleId#;ActionId$;Result$;PrintMode$;Images~;SquareDecimeter[dm2]#
00000000006551703512;2021-03-22;11:33:24;5368985919;1392;1;origin=/ACM, seqNr={1392};Success;8_pass_pinCure;1,;128
00000000006551853067;2021-03-22;11:45:30;6094932705;1393;2;origin=/ACM, seqNr={1393};Cancelled;2_pass;1,;64
00000000006552279503;2021-03-22;11:52:34;6518390923;1394;3;origin=/ACM, seqNr={1394};Success;8_pass_pinCure;1,;109
00000000006553136222;2021-03-22;12:17:02;7986023001;1399;4;origin=/ACM, seqNr={1399};Success;8_pass_pinCure;1,;109
00000000006576967565;2021-03-22;16:55:04;24668319248;1400;5;origin=/ACM, seqNr={1400};Success;8_pass;1,;8122
00000000006583050169;2021-03-22;23:31:55;48478401659;1401;6;origin=/ACM, seqNr={1401};Success;8_pass;1,;1781
00000000006589821833;2021-03-23;00:55:15;53478212345;1402;7;origin=/ACM, seqNr={1402};Success;8_pass;1,;2375
00000000006600535837;2021-03-23;03:24:42;62445089432;1408;8;origin=/ACM, seqNr={1408};Success;8_pass_pinCure;1,;2536
00000000006613918799;2021-03-23;06:13:26;72569437945;1409;9;origin=/ACM, seqNr={1409};Success;8_pass;1,;4961
00000000006614685752;2021-03-23;08:19:33;80135970045;1410;10;origin=/ACM, seqNr={1410};Success;8_pass;1,;61
00000000006616310804;2021-03-23;09:47:43;85425993411;1414;11;origin=/ACM, seqNr={1414};Success;8_pass;1,;418
00000000006619758034;2021-03-23;11:16:50;90772787290;1415;12;origin=/ACM, seqNr={1415};Success;8_pass;1,;1142
00000000006635451317;2021-03-23;14:23:46;101988189349;1416;13;origin=/ACM, seqNr={1416};Success;8_pass;1,2,;5292
00000000006635928141;2021-03-23;14:32:53;102535788030;1417;14;origin=/ACM, seqNr={1417};Success;8_pass;1,;140
00000000006639287341;2021-03-24;05:38:50;156891912100;1421;15;origin=/ACM, seqNr={1421};Cancelled;8_pass_pinCure;1,;218
00000000006649340285;2021-03-24;07:28:17;6526293132;1422;18;origin=/ACM, seqNr={1422};Success;8_pass_pinCure;1,;2660
00000000006655565865;2021-03-24;08:53:46;11655508539;1423;19;origin=/ACM, seqNr={1423};Success;8_pass;1,;2253
00000000006655801292;2021-03-24;09:04:30;12299723374;1424;20;origin=/ACM, seqNr={1424};Success;8_pass;1,2,;50
00000000006656665480;2021-03-24;09:15:44;12973498235;1425;21;origin=/ACM, seqNr={1425};Success;8_pass;1,;298
00000000006663701306;2021-03-24;10:58:35;19144095083;1426;22;origin=/ACM, seqNr={1426};Success;8_pass;1,;2448
00000000006668666764;2021-03-24;12:50:39;25867914950;1427;23;origin=/ACM, seqNr={1427};Success;8_pass;1,;1627
00000000006669071048;2021-03-24;13:09:39;27007683880;1428;24;origin=/ACM, seqNr={1428};Success;8_pass;1,;90
00000000006680549688;2021-03-25;06:54:47;90914483533;1429;25;origin=/ACM, seqNr={1429};Cancelled;8_pass_pinCure;1,;2245
00000000006682957431;2021-03-25;07:35:19;93346317190;1430;26;origin=/ACM, seqNr={1430};Success;8_pass_pinCure;1,;585
00000000006688724835;2021-03-25;09:01:07;98495112226;1431;27;origin=/ACM, seqNr={1431};Cancelled;8_pass;1,;1948
00000000006704935750;2021-03-25;12:06:43;109629983345;1432;28;origin=/ACM, seqNr={1432};Success;8_pass;1,;5578
00000000006705614669;2021-03-25;12:44:26;111893193850;1436;29;origin=/ACM, seqNr={1436};Success;8_pass_pinCure;1,;105
00000000006708998701;2021-03-26;05:44:02;173068534419;1437;30;origin=/ACM, seqNr={1437};Cancelled;8_pass_pinCure;1,;163
00000000006718299150;2021-03-26;07:27:12;179258288643;1441;31;origin=/ACM, seqNr={1441};Success;8_pass_pinCure;1,2,;2536
00000000006739871807;2021-03-26;11:49:28;194993850617;1442;32;origin=/ACM, seqNr={1442};Success;8_pass;1,;7539
00000000006751896966;2021-03-28;23:09:27;404988623769;1443;33;origin=/ACM, seqNr={1443};Success;8_pass;1,;1346
00000000006765005162;2021-03-29;03:17:47;419888862782;1449;34;origin=/ACM, seqNr={1449};Success;8_pass_pinCure;1,;2813
00000000006777054917;2021-03-29;05:15:40;426960932643;1450;35;origin=/ACM, seqNr={1450};Success;8_pass_pinCure;1,;3101
00000000006794024671;2021-03-29;08:31:19;438700578458;1451;36;origin=/ACM, seqNr={1451};Success;8_pass;1,;5880
00000000006794120453;2021-03-29;08:45:53;439573952184;1452;37;origin=/ACM, seqNr={1452};Failed;8_pass;1,;0
00000000006817381808;2021-03-29;13:09:55;455416009788;1453;39;origin=/ACM, seqNr={1453};Success;8_pass;1,;8150
00000000006817478174;2021-03-29;13:27:03;456443981309;1454;40;origin=/ACM, seqNr={1454};Failed;8_pass;1,;0
00000000006841659168;2021-03-29;17:52:35;472375360301;1455;41;origin=/ACM, seqNr={1455};Success;8_pass;1,;8366
00000000006850712899;2021-03-30;06:57:18;519457490209;1459;42;origin=/ACM, seqNr={1459};Success;8_pass_pinCure;1,;1905
00000000006861893633;2021-03-30;09:18:02;527901781196;1460;43;origin=/ACM, seqNr={1460};Success;8_pass;1,2,;3845
00000000006862427317;2021-03-30;09:27:10;528449486074;1461;44;origin=/ACM, seqNr={1461};Success;8_pass;1,;164
00000000006865117567;2021-03-30;11:35:54;536173585262;1462;45;origin=/ACM, seqNr={1462};Success;8_pass;1,;771
00000000006873853368;2021-03-30;14:00:36;544855017282;1463;46;origin=/ACM, seqNr={1463};Success;8_pass;1,;3047
