ullid;date;time;LocalTime[us];EngineCycleId#;PrintCycleId#;ActionId$;Result$;PrintMode$;Images~;SquareDecimeter[dm2]#
00000000013290051071;2021-11-09;12:47:04;9475608315;3367;1;origin=/ACM, seqNr={3367};Success;8_pass;1,;4669
00000000013300826434;2021-11-09;14:48:17;16748531658;3371;2;origin=/ACM, seqNr={3371};Cancelled;8_pass;1,;3558
00000000013302922423;2021-11-09;15:37:09;19680050126;3375;3;origin=/ACM, seqNr={3375};Cancelled;4_pass;1,;1232
00000000013303824733;2021-11-09;15:49:54;20445930758;3376;4;origin=/ACM, seqNr={3376};Cancelled;8_pass_pinCure;1,;208
00000000013318213724;2021-11-09;18:33:01;30231952247;3382;5;origin=/ACM, seqNr={3382};Cancelled;8_pass_pinCure;1,;3288
00000000013324975551;2021-11-10;06:08:43;71973540459;3386;6;origin=/ACM, seqNr={3386};Success;8_pass_pinCure;1,2,;1030
00000000013334872929;2021-11-10;08:00:56;78706175200;3390;7;origin=/ACM, seqNr={3390};Success;8_pass_pinCure;1,2,;2549
00000000013345303029;2021-11-10;10:11:03;86512951436;3391;9;origin=/ACM, seqNr={3391};Success;8_pass;1,;3494
00000000013355209977;2021-11-10;12:02:39;93208856127;3392;10;origin=/ACM, seqNr={3392};Success;8_pass;1,2,;3356
00000000013356054891;2021-11-10;12:36:18;95227486400;3396;11;origin=/ACM, seqNr={3396};Success;8_pass_pinCure;1,;131
00000000013356935978;2021-11-10;12:57:36;96505873184;3397;12;origin=/ACM, seqNr={3397};Cancelled;4_pass;1,;505
00000000013362716876;2021-11-10;14:05:30;100580101494;3402;13;origin=/ACM, seqNr={3402};Success;4_pass;1,;3613
00000000013373276190;2021-11-10;16:12:13;108183119541;3403;14;origin=/ACM, seqNr={3403};Success;4_pass;1,;7010
00000000013373596145;2021-11-10;16:39:53;109842636283;3404;15;origin=/ACM, seqNr={3404};Cancelled;8_pass_pinCure;1,;16
00000000013380123356;2021-11-10;17:55:01;114350698757;3408;16;origin=/ACM, seqNr={3408};Success;8_pass_pinCure;1,;1699
00000000013382659471;2021-11-11;05:50:02;157250651994;3409;17;origin=/ACM, seqNr={3409};Success;4_pass;1,;388
00000000013383570213;2021-11-11;07:18:09;162538124345;3410;18;origin=/ACM, seqNr={3410};Success;8_pass;1,2,;171
00000000013383947497;2021-11-11;07:23:48;162876364045;3411;19;origin=/ACM, seqNr={3411};Success;8_pass;1,;110
00000000013385075792;2021-11-11;08:50:41;168089103810;3412;20;origin=/ACM, seqNr={3412};Cancelled;8_pass;1,;243
00000000013391419398;2021-11-11;10:06:12;172620576760;3416;21;origin=/ACM, seqNr={3416};Cancelled;8_pass;1,;2191
00000000013398492699;2021-11-11;12:09:30;180018336529;3417;25;origin=/ACM, seqNr={3417};Success;8_pass;1,;2291
00000000013399442341;2021-11-11;12:21:04;180712465794;3418;26;origin=/ACM, seqNr={3418};Success;8_pass;1,;307
00000000013404363723;2021-11-11;14:15:31;187579417621;3419;30;origin=/ACM, seqNr={3419};Success;8_pass_pinCure;1,;1109
00000000013419050638;2021-11-12;07:58:39;251365993513;3427;31;origin=/ACM, seqNr={3427};Cancelled;8_pass;1,2,;4156
00000000013421488551;2021-11-12;08:35:31;253577502767;3431;32;origin=/ACM, seqNr={3431};Success;8_pass;1,2,3,;786
00000000013421855919;2021-11-12;08:47:33;254300210678;3432;33;origin=/ACM, seqNr={3432};Success;8_pass;1,;96
00000000013429664833;2021-11-12;10:47:45;261512121982;3436;39;origin=/ACM, seqNr={3436};Success;8_pass_pinCure;1,2,;1777
00000000013430260453;2021-11-12;10:59:52;262238649997;3440;40;origin=/ACM, seqNr={3440};Success;8_pass_pinCure;1,;99
00000000013439495029;2021-11-13;07:34:09;336294052687;3450;41;origin=/ACM, seqNr={3450};Success;8_pass_pinCure;1,2,;1454
00000000013443191610;2021-11-13;08:20:49;339093838081;3451;43;origin=/ACM, seqNr={3451};Cancelled;8_pass;1,;1274
00000000013450934513;2021-11-13;10:06:55;345459684404;3455;44;origin=/ACM, seqNr={3455};Success;8_pass;1,;2580
00000000013469454331;2021-11-15;08:00:44;510686014566;3459;45;origin=/ACM, seqNr={3459};Success;8_pass;1,;4144
00000000013474280018;2021-11-15;09:04:40;514521839028;3460;46;origin=/ACM, seqNr={3460};Success;8_pass;1,;1669
