ullid;date;time;LocalTime[us];EngineCycleId#;PrintCycleId#;ActionId$;Result$;PrintMode$;Images~;SquareDecimeter[dm2]#
00000000008986048286;2021-06-08;16:29:43;11446027322;2059;1;origin=/ACM, seqNr={2059};Success;8_pass;1,;5378
