ullid;date;time;LocalTime[us];EngineCycleId#;PrintCycleId#;ActionId$;Result$;PrintMode$;Images~;SquareDecimeter[dm2]#
00000000012364972447;2021-10-13;09:25:12;13656213940;3140;1;origin=/ACM, seqNr={3140};Success;8_pass;1,;6994
00000000012367231808;2021-10-13;10:07:50;16213892974;3141;2;origin=/ACM, seqNr={3141};Success;8_pass;1,;770
00000000012367632340;2021-10-13;10:27:37;17401417750;3142;4;origin=/ACM, seqNr={3142};Success;8_pass;1,;93
00000000012372590968;2021-10-13;11:24:42;20826175046;3146;6;origin=/ACM, seqNr={3146};Success;8_pass_pinCure;1,;1269
00000000012372740601;2021-10-13;11:31:29;21232977821;3147;-1;origin=/ACM, seqNr={3147};Success;8_pass;0,;12
00000000012372816558;2021-10-13;11:32:53;21317661112;3148;-1;origin=/ACM, seqNr={3148};Success;4_pass;0,;12
00000000012373243028;2021-10-13;11:37:52;21616073914;3149;-1;origin=/ACM, seqNr={3149};Success;8_pass_pinCure;0,;79
00000000012373544739;2021-10-13;11:49:49;22332727707;3150;-42;origin=/ACM, seqNr={3150};Success;_Check_PH_Banding_Tanto.txt;0,;19
00000000012374261906;2021-10-13;12:18:15;24038945170;3151;11;origin=/ACM, seqNr={3151};Success;8_pass;1,;143
00000000012375099204;2021-10-13;13:32:54;28517947492;3152;12;origin=/ACM, seqNr={3152};Success;8_pass;1,;169
00000000012375623244;2021-10-13;13:54:21;29804807015;3153;13;origin=/ACM, seqNr={3153};Success;8_pass;1,;137
00000000012398402793;2021-10-14;09:17:06;99568283806;3154;14;origin=/ACM, seqNr={3154};Success;8_pass;1,;7159
00000000012410495366;2021-10-14;12:12:14;110076586270;3155;15;origin=/ACM, seqNr={3155};Success;8_pass;1,;4187
00000000012410712851;2021-10-14;12:17:37;110399274981;3156;16;origin=/ACM, seqNr={3156};Success;8_pass;1,;48
00000000012413099624;2021-10-14;12:54:56;112638089183;3160;18;origin=/ACM, seqNr={3160};Success;8_pass_pinCure;1,;559
