ullid;date;time;LocalTime[us];EngineCycleId#;PrintCycleId#;ActionId$;Result$;PrintMode$;Images~;SquareDecimeter[dm2]#
00000000002777198254;2021-01-08;13:10:14;808397899562;734;-1;origin=/ACM, seqNr={734};Success;8_pass;0,;12
00000000002777271624;2021-01-08;13:11:38;808482093014;735;-1;origin=/ACM, seqNr={735};Success;4_pass;0,;12
00000000002777686066;2021-01-08;13:16:32;808775403081;736;-1;origin=/ACM, seqNr={736};Success;8_pass_pinCure;0,;79
00000000002780179184;2021-01-08;14:46:34;814177705191;748;96;origin=/ACM, seqNr={748};Success;8_pass;1,2,;92
00000000002780296909;2021-01-08;14:48:43;814306879542;749;-1;origin=/ACM, seqNr={749};Success;8_pass;0,;12
00000000002780363944;2021-01-08;14:49:51;814374744071;750;-1;origin=/ACM, seqNr={750};Success;4_pass;0,;12
00000000002780740339;2021-01-08;14:54:44;814667940575;751;-1;origin=/ACM, seqNr={751};Success;8_pass_pinCure;0,;79
00000000002780945153;2021-01-08;15:00:46;815029869801;752;97;origin=/ACM, seqNr={752};Success;8_pass;1,;46
00000000002781081039;2021-01-08;15:07:05;815409168733;753;-1;origin=/ACM, seqNr={753};Success;8_pass;0,;12
00000000002781147877;2021-01-08;15:08:14;815477231261;754;-1;origin=/ACM, seqNr={754};Success;4_pass;0,;12
00000000002781524228;2021-01-08;15:13:06;815769656153;755;-1;origin=/ACM, seqNr={755};Success;8_pass_pinCure;0,;79
00000000002785641514;2021-01-09;06:19:44;870166092704;760;-1;origin=/ACM, seqNr={760};Success;8_pass;0,;12
00000000002785714030;2021-01-09;06:21:08;870250543910;761;-1;origin=/ACM, seqNr={761};Success;4_pass;0,;12
00000000002786115993;2021-01-09;06:26:01;870543947954;762;-1;origin=/ACM, seqNr={762};Success;8_pass_pinCure;0,;79
00000000002788060684;2021-01-09;07:33:46;874608548399;768;-1;origin=/ACM, seqNr={768};Success;8_pass;0,;12
00000000002788127610;2021-01-09;07:34:55;874677509610;769;-1;origin=/ACM, seqNr={769};Success;4_pass;0,;12
00000000002788495468;2021-01-09;07:39:48;874970774511;770;-1;origin=/ACM, seqNr={770};Success;8_pass_pinCure;0,;79
00000000002795569390;2021-01-09;09:34:45;881867168995;771;98;origin=/ACM, seqNr={771};Cancelled;8_pass;1,;2740
00000000002795990906;2021-01-09;10:00:45;883427665938;772;99;origin=/ACM, seqNr={772};Success;8_pass;1,;91
00000000002810798256;2021-01-10;22:17:04;1014003821879;773;100;origin=/ACM, seqNr={773};Success;8_pass;1,;3724
00000000002821758569;2021-01-11;00:34:29;1022248670152;774;101;origin=/ACM, seqNr={774};Cancelled;8_pass;1,2,;4227
00000000002825820998;2021-01-11;01:38:03;1026062661524;775;102;origin=/ACM, seqNr={775};Success;8_pass;1,;1551
00000000002837140661;2021-01-11;07:37:51;1047649813612;776;103;origin=/ACM, seqNr={776};Success;8_pass;1,;3999
00000000002859357038;2021-01-11;12:29:40;1065158160111;777;104;origin=/ACM, seqNr={777};Success;8_pass;1,;8445
00000000002859391271;2021-01-11;12:33:28;1065386060169;778;105;origin=/ACM, seqNr={778};Failed;8_pass_pinCure;1,;0
00000000002861442334;2021-01-11;13:01:48;1067086943694;779;106;origin=/ACM, seqNr={779};Success;8_pass_pinCure;1,;533
00000000002883648669;2021-01-11;17:32:00;1083298183509;780;110;origin=/ACM, seqNr={780};Success;8_pass;1,;8446
00000000002907162081;2021-01-12;02:45:43;1116520310115;781;111;origin=/ACM, seqNr={781};Success;8_pass;1,;8352
00000000002907196432;2021-01-12;02:49:35;1116752280290;782;112;origin=/ACM, seqNr={782};Failed;8_pass;1,;0
00000000002911632060;2021-01-12;03:45:26;1120103231936;783;116;origin=/ACM, seqNr={783};Success;8_pass;1,2,;1679
00000000002916335823;2021-01-12;04:33:50;1123007475742;784;117;origin=/ACM, seqNr={784};Success;8_pass_pinCure;1,;1200
00000000002916846830;2021-01-12;04:45:37;1123714593767;785;118;origin=/ACM, seqNr={785};Success;8_pass;1,;152
00000000002939532955;2021-01-12;09:22:57;1140353721521;786;119;origin=/ACM, seqNr={786};Success;8_pass;1,;8434
00000000002939666452;2021-01-12;09:48:07;1141863840673;787;120;origin=/ACM, seqNr={787};Failed;8_pass;1,;0
00000000002961965559;2021-01-12;14:07:18;1157414407759;788;121;origin=/ACM, seqNr={788};Success;8_pass;1,;8193
00000000002987287613;2021-01-13;02:50:04;1203180196583;789;122;origin=/ACM, seqNr={789};Success;8_pass;1,;8396
00000000002995437730;2021-01-13;04:18:21;1208476400755;790;123;origin=/ACM, seqNr={790};Success;8_pass_pinCure;1,2,3,;1898
00000000002998375308;2021-01-13;04:52:08;1210503591761;791;124;origin=/ACM, seqNr={791};Success;8_pass_pinCure;1,2,;909
00000000003020303389;2021-01-13;09:37:35;1227629881992;792;125;origin=/ACM, seqNr={792};Success;8_pass;1,;8386
00000000003022278639;2021-01-13;10:38:19;1231274594211;798;126;origin=/ACM, seqNr={798};Success;8_pass;1,;55
00000000003022317753;2021-01-13;10:44:00;1231615647870;799;127;origin=/ACM, seqNr={799};Failed;8_pass;1,;0
00000000003023084823;2021-01-13;10:57:49;1232444470889;800;128;origin=/ACM, seqNr={800};Success;8_pass;1,;272
00000000003023905027;2021-01-13;12:53:21;1239376617361;801;129;origin=/ACM, seqNr={801};Success;8_pass;1,;80
00000000003025970591;2021-01-13;22:54:20;1275434000162;802;130;origin=/ACM, seqNr={802};Cancelled;8_pass;1,;52
00000000003036456473;2021-01-14;01:06:55;1283389142765;803;131;origin=/ACM, seqNr={803};Success;8_pass;1,;3937
00000000003039848664;2021-01-14;01:53:16;1286170066655;804;132;origin=/ACM, seqNr={804};Success;8_pass;1,;1289
00000000003040529014;2021-01-14;02:02:59;1286752794265;805;133;origin=/ACM, seqNr={805};Success;8_pass;1,;239
00000000003041608207;2021-01-14;02:36:45;1288779574639;806;134;origin=/ACM, seqNr={806};Success;8_pass;1,;361
00000000003045815584;2021-01-14;03:31:46;1292080143730;807;135;origin=/ACM, seqNr={807};Success;8_pass_pinCure;1,;1324
00000000003047321524;2021-01-14;03:50:04;1293178297813;808;136;origin=/ACM, seqNr={808};Success;8_pass_pinCure;1,;457
00000000003049833235;2021-01-14;04:33:13;1295767404775;809;137;origin=/ACM, seqNr={809};Success;8_pass_pinCure;1,;767
00000000003071405708;2021-01-14;09:04:01;1312014964522;810;138;origin=/ACM, seqNr={810};Success;8_pass;1,;8027
00000000003072337887;2021-01-14;11:55:29;1322302826334;811;139;origin=/ACM, seqNr={811};Success;8_pass;1,;77
00000000003072670801;2021-01-14;13:07:33;1326626019604;812;140;origin=/ACM, seqNr={812};Failed;8_pass;1,;0
00000000003072960820;2021-01-14;13:14:47;1327060944263;813;141;origin=/ACM, seqNr={813};Success;8_pass;1,;77
00000000003074754388;2021-01-14;22:31:22;1360454441162;814;142;origin=/ACM, seqNr={814};Success;8_pass;1,;76
