ullid;date;time;LocalTime[us];EngineCycleId#;ImageId#;ImageResult$;ImageLengthAnnounced[m]#;ImageLength[m]#;ImageWidth[m]#;MediaType$;PrintMode$;Destination$;JettedInkCyan[ml]#;JettedInkMagenta[ml]#;JettedInkYellow[ml]#;JettedInkBlack[ml]#;AccountedInkCyan[ml]#;AccountedInkMagenta[ml]#;AccountedInkYellow[ml]#;AccountedInkBlack[ml]#;PaperStepMarker$
00000000008174057309;2021-05-12;08:29:29;1293646943870;1811;1;Succeeded;4.928277;4.928277;1.464987;Canvas;8_pass;Winder;6.482666;7.806560;9.432614;11.798229;5.840000;7.196000;9.085000;11.027000;Wide
00000000008186389577;2021-05-12;10:52:29;1302226932915;1812;1;Succeeded;27.094942;27.094941;1.464987;Canvas;8_pass;Winder;42.286257;48.234847;67.418221;55.462130;38.095000;44.467000;61.546000;51.840000;Wide
00000000008187219789;2021-05-12;11:07:04;1303101510216;1813;1;Succeeded;1.736048;1.736048;1.464987;Canvas;8_pass;Winder;2.219377;2.621621;2.677440;3.134639;1.999000;2.416000;2.444000;2.929000;Wide
00000000008198004237;2021-05-12;16:36:11;1322847735079;1814;1;Succeeded;22.091057;22.091056;1.464987;Canvas;8_pass;Winder;37.583923;39.897093;53.242719;54.568224;33.859000;36.781000;48.605000;51.004000;Wide
00000000008203100282;2021-05-13;07:51:52;1377788391643;1818;1;Succeeded;5.032375;5.032375;1.315043;Paper;8_pass_pinCure;Winder;18.940238;18.584760;10.148874;15.743724;17.063000;17.133000;9.264000;14.715000;Wide
00000000008207938172;2021-05-13;08:53:11;1381467038778;1819;1;Succeeded;11.414845;11.414845;1.464987;Canvas;8_pass;Winder;18.824329;20.671145;26.043930;32.126653;16.958000;19.056000;23.775000;30.028000;Wide
00000000008208303267;2021-05-13;08:57:15;1381711038349;1819;2;Succeeded;0.892133;0.892133;1.464987;Canvas;8_pass;Winder;1.232641;1.486600;2.600503;3.127085;1.110000;1.370000;2.373000;2.922000;Wide
00000000008208479715;2021-05-13;09:00:10;1381886038171;1819;3;Succeeded;0.642112;0.642112;1.464987;Canvas;8_pass;Winder;0.296140;0.524248;0.675848;0.602441;0.266000;0.483000;0.616000;0.563000;Wide
00000000008217919214;2021-05-13;10:54:15;1388731271558;1820;1;Succeeded;22.414442;22.414441;1.464987;Canvas;8_pass;Winder;42.043343;40.990132;61.041815;60.227656;37.876000;37.788000;55.725000;56.294000;Wide
00000000008220023639;2021-05-13;11:25:50;1390626116418;1821;1;Succeeded;4.872397;4.872397;1.464987;Canvas;8_pass;Winder;7.716540;7.387453;11.105154;6.527027;6.951000;6.810000;10.137000;6.100000;Wide
00000000008228314958;2021-05-13;14:50:13;1402888485252;1822;1;Succeeded;17.401582;17.401582;1.464987;Canvas;8_pass;Winder;30.852382;32.443502;39.478363;46.200268;27.794000;29.909000;36.039000;43.183000;Wide
00000000008228403777;2021-05-13;14:52:07;1403002484611;1822;2;Succeeded;0.417068;0.417068;1.464987;Canvas;8_pass;Winder;0.148777;0.389030;0.436540;0.269416;0.134000;0.358000;0.398000;0.251000;Wide
00000000008231087839;2021-05-14;07:38:39;1463393868657;1823;1;Cancelled;0.782108;0.021420;1.315043;Paper;8_pass_pinCure;Winder;0.001232;0.001268;0.000828;0.039999;0.001000;0.001000;0.000000;0.039000;Wide
00000000008231087842;2021-05-14;07:38:39;1463393868787;1823;2;Cancelled;0.656124;0.000000;1.315043;Paper;8_pass_pinCure;Winder;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;Wide
00000000008231945683;2021-05-14;07:56:24;1464458686001;1830;1;Succeeded;0.782108;0.782108;1.315043;Paper;8_pass_pinCure;Winder;1.267437;1.308185;1.282797;1.049832;1.141000;1.206000;1.171000;1.039000;Wide
00000000008232169041;2021-05-14;07:59:31;1464645685462;1830;2;Succeeded;0.656124;0.656124;1.315043;Paper;8_pass_pinCure;Winder;0.999257;1.037695;1.446282;1.154945;0.900000;0.956000;1.320000;1.143000;Wide
00000000008234513080;2021-05-14;08:42:56;1467250671529;1831;1;Succeeded;5.102521;5.102521;1.464987;Canvas;8_pass;Winder;6.558464;7.600926;11.197799;8.166980;5.908000;7.007000;10.222000;8.084000;Wide
00000000008244326607;2021-05-14;10:35:25;1473999550182;1832;1;Succeeded;22.354328;22.354327;1.464987;Canvas;8_pass;Winder;34.158327;40.292994;53.007574;47.530221;30.773000;37.146000;48.390000;47.050000;Wide
00000000008254219929;2021-05-14;16:34:39;1495552634563;1833;1;Succeeded;19.486711;19.486710;1.464987;Canvas;8_pass;Winder;32.154512;36.057482;48.748780;51.233350;28.967000;33.241000;44.502000;50.715000;Wide
00000000008266642635;2021-05-16;23:20:13;1692682772691;1834;1;Succeeded;10.556198;10.556197;1.464987;Canvas;8_pass;Winder;13.537847;18.312250;25.357095;17.616102;12.196000;16.882000;23.148000;17.438000;Wide
