ullid;date;time;LocalTime[us];EngineCycleId#;ImageId#;ImageResult$;ImageLengthAnnounced[m]#;ImageLength[m]#;ImageWidth[m]#;MediaType$;PrintMode$;Destination$;JettedInkCyan[ml]#;JettedInkMagenta[ml]#;JettedInkYellow[ml]#;JettedInkBlack[ml]#;AccountedInkCyan[ml]#;AccountedInkMagenta[ml]#;AccountedInkYellow[ml]#;AccountedInkBlack[ml]#;PaperStepMarker$
00000000004357266182;2021-02-07;19:19:32;1498125274793;1014;2;Succeeded;1.684232;1.684229;1.464987;Canvas;8_pass;Winder;2.292780;2.409750;4.176152;4.785845;1.991000;2.048000;4.102000;4.350000;Wide
00000000004380901109;2021-02-08;03:27:33;1527405245750;1015;1;Succeeded;56.927708;56.927704;1.464987;Canvas;8_pass;Winder;90.586050;111.309145;138.117746;140.033458;78.692000;94.612000;135.686000;127.304000;Wide
00000000004391161541;2021-02-08;05:16:12;1533924160712;1016;1;Succeeded;20.943443;20.943443;1.315043;Paper;8_pass_pinCure;Winder;33.257546;30.805326;28.386548;37.601197;28.890000;26.184000;27.886000;34.183000;Wide
00000000004399992688;2021-02-08;06:48:26;1539457770039;1017;1;Succeeded;18.323137;18.323137;1.315043;Paper;8_pass_pinCure;Winder;30.312294;33.647155;31.574137;29.678219;26.332000;28.600000;31.018000;26.980000;Wide
