ullid;date;time;LocalTime[us];EngineCycleId#;ImageId#;ImageResult$;ImageLengthAnnounced[m]#;ImageLength[m]#;ImageWidth[m]#;MediaType$;PrintMode$;Destination$;JettedInkCyan[ml]#;JettedInkMagenta[ml]#;JettedInkYellow[ml]#;JettedInkBlack[ml]#;AccountedInkCyan[ml]#;AccountedInkMagenta[ml]#;AccountedInkYellow[ml]#;AccountedInkBlack[ml]#;PaperStepMarker$
00000000000007823551;2020-11-17;12:18:07;8386526208;21;0;Succeeded;0.849968;0.849968;0.999998;Monomeric Vinyl;8_pass;Freefall;1.435848;1.197185;1.163641;1.236415;1.536000;1.280000;1.245000;1.322000;Normal
00000000000008222143;2020-11-17;12:26:06;8865531979;22;0;Succeeded;0.849926;0.849926;0.999969;Monomeric Vinyl;8_pass_pinCure;Freefall;3.088559;2.573625;2.503698;2.651760;3.304000;2.753000;2.678000;2.837000;Normal
00000000000013376457;2020-11-18;11:53:23;93300438137;28;1;Succeeded;1.387179;1.387179;1.305010;Canvas;8_pass;Winder;1.499389;3.434374;3.436366;2.068439;1.604000;3.674000;3.676000;2.213000;Wide
00000000000013592711;2020-11-18;11:57:32;93549349833;29;1;Succeeded;0.466640;0.466640;1.325033;Canvas;8_pass;Winder;0.528933;0.656330;0.709488;0.627253;0.565000;0.702000;0.759000;0.671000;Wide
00000000000016092026;2020-11-18;13:28:37;99014804630;30;1;Succeeded;6.572716;6.572716;1.484969;Canvas;8_pass;Winder;11.217821;11.927861;15.556536;11.870452;12.003000;12.762000;16.645000;12.701000;Wide
00000000000016293736;2020-11-18;13:36:08;99465798146;31;1;Succeeded;0.742103;0.742092;1.484969;Canvas;4_pass;Winder;1.146553;1.413818;1.981582;1.583351;1.226000;1.512000;2.120000;1.694000;Wide
00000000000016842046;2020-11-18;14:01:31;100988892914;32;1;Succeeded;1.196679;1.196679;1.259374;Heavy Paper;8_pass;Freefall;1.032949;1.762053;1.809151;2.221401;1.105000;1.885000;1.935000;2.376000;Normal
00000000000023049442;2020-11-18;15:55:15;107812661690;34;1;Succeeded;18.053854;18.053854;1.484969;Canvas;8_pass;Winder;27.121554;32.926441;45.388727;37.435505;29.020000;35.231000;48.565000;40.055000;Wide
00000000000023443526;2020-11-18;16:04:38;108374921735;35;1;Succeeded;1.944243;1.944234;1.259374;Heavy Paper;4_pass;Winder;2.057041;1.813164;1.876504;3.935307;2.201000;1.940000;2.007000;4.210000;Normal
00000000000027628786;2020-11-18;17:25:31;113228281235;36;1;Succeeded;12.107206;12.107206;1.334982;Canvas;8_pass;Winder;18.017752;20.976304;25.066856;27.240546;19.278000;22.444000;26.821000;29.147000;Wide
