ullid;date;time;LocalTime[us];EngineCycleId#;ImageId#;ImageResult$;ImageLengthAnnounced[m]#;ImageLength[m]#;ImageWidth[m]#;MediaType$;PrintMode$;Destination$;JettedInkCyan[ml]#;JettedInkMagenta[ml]#;JettedInkYellow[ml]#;JettedInkBlack[ml]#;AccountedInkCyan[ml]#;AccountedInkMagenta[ml]#;AccountedInkYellow[ml]#;AccountedInkBlack[ml]#;PaperStepMarker$
00000000013022043989;2021-11-02;14:53:32;1046527287821;3297;1;Succeeded;19.105118;19.105117;1.514983;Canvas;8_pass;Winder;31.019067;32.684871;49.692478;37.640807;35.727000;32.740000;45.274000;42.101000;Wide
00000000013043773278;2021-11-03;08:53:22;1111316439782;3298;1;Succeeded;43.387687;43.387685;1.514983;Canvas;8_pass;Winder;67.633683;81.256808;122.100886;99.863701;77.900000;81.394000;111.246000;111.697000;Wide
00000000013044164835;2021-11-03;09:00:53;1111767211885;3299;1;Succeeded;0.718227;0.718227;1.514983;Canvas;8_pass;Winder;0.993588;0.874032;1.247415;1.115669;1.144000;0.875000;1.136000;1.247000;Wide
00000000013044783504;2021-11-03;09:17:32;1112766152285;3300;1;Cancelled;6.149086;0.924644;1.332992;Paper;8_pass_pinCure;Winder;1.833118;2.398962;2.422589;1.271441;2.111000;2.403000;2.207000;1.422000;Wide
00000000013048069331;2021-11-03;09:55:59;1115072873563;3304;1;Succeeded;6.149086;6.149086;1.332992;Paper;8_pass_pinCure;Winder;9.124653;11.788822;13.434581;9.000947;10.509000;11.808000;12.240000;8.539000;Wide
00000000013058208053;2021-11-03;12:57:24;1125958172036;3305;1;Succeeded;22.429131;22.429130;1.514983;Canvas;8_pass;Winder;35.472513;39.123919;57.277032;45.059465;40.857000;39.190000;52.185000;42.747000;Wide
00000000013061316097;2021-11-04;05:23:28;1185119948261;3306;1;Succeeded;0.718227;0.718227;1.514983;Canvas;8_pass;Winder;0.625268;0.613548;1.091722;0.935006;0.720000;0.614000;0.994000;0.887000;Wide
00000000013062501497;2021-11-04;05:40:20;1186132020968;3307;1;Succeeded;2.542455;2.542455;1.514983;Canvas;8_pass;Winder;5.194871;4.901000;6.107257;4.684281;5.983000;4.909000;5.564000;4.443000;Wide
00000000013071434757;2021-11-04;07:28:20;1192611689633;3308;1;Failed;20.672933;19.962282;1.514983;Canvas;8_pass;Winder;31.764033;42.331509;60.143731;44.643106;36.585000;42.403000;54.796000;42.352000;Wide
00000000013073866613;2021-11-04;08:10:27;1195138923447;3309;1;Succeeded;5.078857;5.078857;1.514983;Canvas;8_pass;Winder;9.054288;7.017253;9.353636;7.159474;10.428000;7.029000;8.522000;6.792000;Wide
00000000013074151712;2021-11-04;08:14:29;1195380923744;3309;2;Succeeded;0.868214;0.868214;1.514983;Canvas;8_pass;Winder;1.393182;1.605630;2.551857;2.652949;1.604000;1.608000;2.324000;2.516000;Wide
00000000013075909251;2021-11-04;09:07:58;1198589998044;3315;1;Failed;16.322506;0.000000;1.332992;Paper;8_pass_pinCure;Winder;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;Wide
00000000013076111789;2021-11-04;09:15:26;1199038114460;3316;1;Cancelled;16.322506;0.214503;1.332992;Paper;8_pass_pinCure;Winder;0.232394;0.332440;0.050410;0.139201;0.267000;0.333000;0.045000;0.132000;Wide
00000000013076618177;2021-11-04;09:45:10;1200821610921;3320;1;Cancelled;16.322506;0.397298;1.332992;Paper;8_pass_pinCure;Winder;0.641273;0.867809;0.153889;0.281665;0.738000;0.869000;0.140000;0.267000;Wide
00000000013086744727;2021-11-04;11:57:40;1208771863646;3326;1;Succeeded;16.322506;16.322506;1.332992;Paper;8_pass_pinCure;Winder;26.132996;32.164417;36.892286;27.365869;30.099000;32.219000;33.612000;25.962000;Wide
00000000013087129581;2021-11-04;12:01:16;1208987863587;3326;2;Succeeded;0.746210;0.746210;1.332992;Paper;8_pass_pinCure;Winder;1.863636;1.558106;2.000299;1.541887;2.146000;1.560000;1.822000;1.462000;Wide
00000000013087294535;2021-11-04;12:03:47;1209138864123;3326;3;Succeeded;0.536236;0.536236;1.332992;Paper;8_pass_pinCure;Winder;0.733400;0.910965;0.083642;0.338389;0.844000;0.912000;0.076000;0.321000;Wide
00000000013105534409;2021-11-04;16:22:59;1224689997393;3327;1;Failed;41.249812;41.249809;1.514983;Canvas;8_pass;Winder;65.885537;75.185700;112.685088;92.432009;75.886000;75.313000;102.667000;87.690000;Wide
00000000013125250655;2021-11-05;09:20:54;1285763516105;3328;1;Succeeded;37.237924;37.237922;1.514983;Canvas;8_pass;Winder;59.277543;64.242095;94.448344;82.819950;68.275000;64.351000;86.051000;78.571000;Wide
00000000013126191275;2021-11-05;09:41:27;1286997040311;3329;1;Cancelled;9.451552;1.547833;1.332992;Paper;8_pass_pinCure;Winder;1.015691;2.077756;1.856637;1.178801;1.169000;2.081000;1.691000;1.118000;Wide
00000000013126191278;2021-11-05;09:41:27;1286997040436;3329;2;Cancelled;0.796205;0.000000;1.332992;Paper;8_pass_pinCure;Winder;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;Wide
00000000013131249536;2021-11-05;10:40:06;1290515763568;3333;1;Succeeded;9.451552;9.451552;1.332992;Paper;8_pass_pinCure;Winder;8.287172;13.240113;15.456209;11.884766;9.545000;13.262000;14.082000;11.275000;Wide
00000000013131544965;2021-11-05;10:43:54;1290743763198;3333;2;Succeeded;0.796205;0.796205;1.332992;Paper;8_pass_pinCure;Winder;2.504708;1.885787;3.511832;0.946515;2.884000;1.888000;3.199000;0.897000;Wide
00000000013133270718;2021-11-05;11:55:10;1295019759368;3334;1;Succeeded;3.427010;3.427010;1.081913;Heavy Banner;8_pass;Winder;2.284443;3.396973;0.825101;1.225689;2.631000;3.402000;0.751000;1.162000;Normal
00000000013135950885;2021-11-05;12:54:17;1298566907442;3335;1;Succeeded;5.790946;5.790946;1.514983;Canvas;8_pass;Winder;7.860007;8.620006;11.562837;7.226846;9.053000;8.634000;10.534000;6.856000;Wide
00000000013150439959;2021-11-06;09:02:55;1371083139981;3336;1;Succeeded;26.325999;26.325999;1.514983;Canvas;8_pass;Winder;40.497700;47.344417;69.410769;63.744617;46.645000;47.424000;63.240000;60.474000;Wide
00000000013150754895;2021-11-06;09:07:12;1371340139874;3336;2;Succeeded;0.918210;0.918209;1.514983;Canvas;8_pass;Winder;1.255917;1.175624;1.903981;1.713205;1.446000;1.177000;1.734000;1.625000;Wide
00000000013159185262;2021-11-06;10:49:08;1377455928567;3337;1;Succeeded;18.770896;18.770896;1.514983;Canvas;8_pass;Winder;29.245413;31.067956;41.379799;37.609647;33.684000;31.120000;37.701000;35.680000;Wide
00000000013159567987;2021-11-06;10:54:21;1377769099757;3338;1;Succeeded;0.618236;0.618236;1.514983;Canvas;8_pass;Winder;0.725331;0.604434;0.723713;0.522899;0.835000;0.605000;0.659000;0.496000;Wide
00000000013159593311;2021-11-06;10:55:16;1377823678275;3338;2;Cancelled;0.618236;0.177419;1.514983;Canvas;8_pass;Winder;0.126765;0.106453;0.125462;0.181804;0.146000;0.106000;0.114000;0.172000;Wide
