ullid;date;time;LocalTime[us];EngineCycleId#;ImageId#;ImageResult$;ImageLengthAnnounced[m]#;ImageLength[m]#;ImageWidth[m]#;MediaType$;PrintMode$;Destination$;JettedInkCyan[ml]#;JettedInkMagenta[ml]#;JettedInkYellow[ml]#;JettedInkBlack[ml]#;AccountedInkCyan[ml]#;AccountedInkMagenta[ml]#;AccountedInkYellow[ml]#;AccountedInkBlack[ml]#;PaperStepMarker$
00000000011685578642;2021-09-21;15:43:58;3726815092413;2971;1;Succeeded;1.992207;1.992207;1.514941;Canvas;8_pass;Winder;3.908621;4.150960;5.004479;5.295058;4.428000;4.297000;4.934000;5.357000;Wide
00000000011690565845;2021-09-22;06:09:42;3778758321326;2972;1;Succeeded;5.238327;5.238327;1.325033;Paper;8_pass_pinCure;Winder;7.582447;9.711250;9.637837;4.122983;8.590000;10.055000;9.502000;4.171000;Wide
00000000011693337257;2021-09-22;06:48:56;3781112281845;2976;1;Succeeded;5.238327;5.238327;1.325033;Paper;8_pass_pinCure;Winder;7.581456;9.707703;9.639010;4.122839;8.589000;10.051000;9.504000;4.171000;Wide
00000000011704685764;2021-09-22;09:23:13;3790368957508;2977;1;Succeeded;26.920486;26.920485;1.514941;Canvas;8_pass;Winder;49.925482;57.617792;68.405206;70.613862;56.565000;59.657000;67.447000;71.440000;Wide
00000000011725308357;2021-09-22;13:49:04;3806319356838;2978;1;Failed;47.835862;47.835860;1.514941;Canvas;8_pass;Winder;91.416771;89.290064;124.193258;100.938438;103.575000;92.450000;122.454000;102.119000;Wide
00000000011727770185;2021-09-22;14:33:01;3808956841141;2979;1;Succeeded;5.375868;5.375868;1.514941;Canvas;8_pass;Winder;6.665202;7.349518;16.835977;10.558162;7.551000;7.609000;16.600000;10.681000;Wide
00000000011728024829;2021-09-22;14:35:51;3809126840814;2979;2;Succeeded;0.606213;0.606213;1.514941;Canvas;8_pass;Winder;0.374676;0.918896;1.903126;0.588333;0.424000;0.951000;1.876000;0.595000;Wide
00000000011728120079;2021-09-22;14:37:53;3809248840131;2979;3;Succeeded;0.438235;0.438235;1.514941;Canvas;8_pass;Winder;0.222812;0.244750;0.292133;0.463525;0.252000;0.253000;0.288000;0.468000;Wide
00000000011728725837;2021-09-22;15:11:22;3811257847960;2980;1;Succeeded;2.020951;2.020937;1.064937;Heavy Banner;4_pass;Winder;0.244651;0.868236;0.581872;0.979823;0.277000;0.898000;0.573000;0.991000;Wide
00000000011733821799;2021-09-23;06:56:38;3867972956297;2986;1;Cancelled;13.447691;2.085932;1.325033;Paper;8_pass_pinCure;Winder;3.043044;5.236694;6.595365;1.018723;3.447000;5.422000;6.503000;1.030000;Wide
00000000011734397768;2021-09-23;07:14:26;3869040165119;2991;1;Failed;13.447691;0.419269;1.325033;Paper;8_pass_pinCure;Winder;0.518815;0.077022;1.075059;0.235249;0.587000;0.079000;1.060000;0.238000;Wide
00000000011737092020;2021-09-23;07:45:40;3870914436982;2992;1;Failed;13.447691;5.483775;1.325033;Paper;8_pass_pinCure;Winder;10.943864;13.964361;14.261980;3.125570;12.399000;14.458000;14.062000;3.162000;Wide
00000000011738594773;2021-09-23;08:07:51;3872245574666;2993;1;Cancelled;13.447691;2.881164;1.325033;Paper;8_pass_pinCure;Winder;4.939620;6.521119;8.177247;1.222062;5.596000;6.751000;8.062000;1.236000;Wide
00000000011740677655;2021-09-23;08:33:38;3873792115230;2998;1;Failed;13.447691;3.623564;1.325033;Paper;8_pass_pinCure;Winder;6.794966;8.788234;10.017986;1.785284;7.698000;9.099000;9.877000;1.806000;Wide
00000000011742818663;2021-09-23;09:03:49;3875603754656;2999;1;Failed;11.605599;4.311269;1.325033;Paper;8_pass_pinCure;Winder;9.911460;10.729467;9.515899;2.699578;11.229000;11.109000;9.382000;2.731000;Wide
00000000011744946345;2021-09-23;09:33:02;3877356022627;3000;1;Failed;5.158274;4.279011;1.325033;Paper;8_pass_pinCure;Winder;5.756335;6.109073;6.673245;7.219236;6.521000;6.325000;6.579000;7.303000;Wide
00000000011747513702;2021-09-23;10:51:54;3882088577411;3001;1;Succeeded;4.591177;4.591177;1.325033;Paper;8_pass_pinCure;Winder;6.717175;8.820077;8.208999;3.112610;7.610000;9.132000;8.094000;3.149000;Wide
00000000011748403968;2021-09-23;11:18:25;3883679675793;3002;1;Succeeded;1.842516;1.842516;1.514941;Canvas;8_pass;Winder;2.012413;2.079980;3.298937;3.244182;2.280000;2.153000;3.252000;3.282000;Wide
00000000011748406437;2021-09-23;11:18:31;3883684858095;3002;2;Failed;0.540216;0.000000;1.514941;Canvas;8_pass;Winder;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;Wide
00000000011748689970;2021-09-23;11:23:10;3883964286451;3003;1;Succeeded;0.540216;0.540216;1.514941;Canvas;8_pass;Winder;0.256246;0.272958;0.344169;0.667674;0.290000;0.282000;0.339000;0.675000;Wide
00000000011759094200;2021-09-23;14:05:43;3893717152944;3004;1;Succeeded;24.079031;24.079031;1.514941;Canvas;8_pass;Winder;39.079621;44.495030;57.381476;60.503423;40.275000;46.070000;56.578000;61.211000;Wide
00000000011759559217;2021-09-23;14:11:51;3894085153493;3004;2;Succeeded;1.320334;1.320334;1.514941;Canvas;8_pass;Winder;2.707073;3.178509;3.979278;4.473792;2.789000;3.291000;3.923000;4.526000;Wide
00000000011762214405;2021-09-24;05:46:01;3950134283901;3005;1;Cancelled;23.489116;0.311277;1.325033;Paper;8_pass_pinCure;Winder;0.299454;0.280985;0.225232;0.602151;0.308000;0.290000;0.203000;0.609000;Wide
