ullid;date;time;LocalTime[us];EngineCycleId#;ImageId#;ImageResult$;ImageLengthAnnounced[m]#;ImageLength[m]#;ImageWidth[m]#;MediaType$;PrintMode$;Destination$;JettedInkCyan[ml]#;JettedInkMagenta[ml]#;JettedInkYellow[ml]#;JettedInkBlack[ml]#;AccountedInkCyan[ml]#;AccountedInkMagenta[ml]#;AccountedInkYellow[ml]#;AccountedInkBlack[ml]#;PaperStepMarker$
00000000013290049211;2021-11-09;12:47:00;9471485598;3367;1;Succeeded;36.211214;36.211212;1.289389;Paper;8_pass;Winder;40.233324;70.010908;65.444579;103.456894;41.259000;71.418000;57.165000;111.381000;None
00000000013300826846;2021-11-09;14:48:17;16748534750;3371;1;Failed;27.601926;27.601925;1.289389;Paper;8_pass;Winder;29.483253;47.864164;42.517748;73.795983;30.235000;48.826000;37.139000;79.448000;None
00000000013302922730;2021-11-09;15:37:09;19680052611;3375;1;Cancelled;28.054935;8.373335;1.514983;Canvas;4_pass;Winder;13.142538;19.827778;23.280201;20.269402;13.477000;20.226000;20.335000;21.822000;Wide
00000000013303825084;2021-11-09;15:49:54;20445933469;3376;1;Cancelled;31.232221;1.633855;1.332992;Paper;8_pass_pinCure;Winder;3.228772;3.413503;4.907641;1.598240;3.311000;3.482000;4.286000;1.720000;Wide
00000000013318214081;2021-11-09;18:33:01;30231956513;3382;1;Failed;31.232221;24.698325;1.332992;Paper;8_pass_pinCure;Winder;40.547055;52.202482;59.146105;37.845924;41.581000;53.251000;51.664000;40.744000;Wide
00000000013324742419;2021-11-10;06:05:27;71776918250;3386;1;Succeeded;7.048161;7.048161;1.332992;Paper;8_pass_pinCure;Winder;13.498422;14.022399;16.129008;12.393263;13.842000;14.304000;14.088000;13.342000;Wide
00000000013324974937;2021-11-10;06:08:42;71971917314;3386;2;Succeeded;0.680212;0.680212;1.332992;Paper;8_pass_pinCure;Winder;0.305325;0.420801;0.805490;0.309453;0.313000;0.429000;0.703000;0.333000;Wide
00000000013334521330;2021-11-10;07:56:34;78444646722;3390;1;Succeeded;18.221029;18.221029;1.332992;Paper;8_pass_pinCure;Winder;24.494263;29.247985;32.315630;26.526597;25.118000;29.835000;28.227000;28.558000;Wide
00000000013334872033;2021-11-10;08:00:53;78703646681;3390;2;Succeeded;0.907246;0.907246;1.332992;Paper;8_pass_pinCure;Winder;0.136667;0.461341;1.292032;0.215622;0.140000;0.470000;1.128000;0.232000;Wide
00000000013345301115;2021-11-10;10:10:58;86508381335;3391;1;Succeeded;27.104594;27.104593;1.289389;Paper;8_pass;Winder;32.824464;45.460295;44.156137;76.395631;33.661000;46.374000;38.570000;82.247000;None
00000000013352938416;2021-11-10;11:38:09;91739266683;3392;1;Succeeded;19.933200;19.933200;1.289389;Paper;8_pass;Winder;25.477304;31.700900;24.665770;47.903895;26.126000;32.338000;21.545000;51.573000;None
00000000013355207939;2021-11-10;12:02:34;93204266555;3392;2;Succeeded;6.096508;6.096507;1.289389;Paper;8_pass;Winder;7.589980;10.288735;6.331376;16.300974;7.783000;10.495000;5.530000;17.549000;None
00000000013356054080;2021-11-10;12:36:15;95225253237;3396;1;Succeeded;0.986240;0.986240;1.332992;Paper;8_pass_pinCure;Winder;3.222362;2.823491;1.905466;2.898775;3.304000;2.880000;1.664000;3.120000;Wide
00000000013356936257;2021-11-10;12:57:36;96505875519;3397;1;Cancelled;33.380045;3.492133;1.514983;Canvas;4_pass;Winder;5.132482;6.339474;8.858624;8.045766;5.263000;6.466000;7.738000;8.662000;Wide
00000000013362716119;2021-11-10;14:05:28;100577553320;3402;1;Succeeded;23.853733;23.853727;1.514983;Canvas;4_pass;Winder;39.386399;44.506606;62.553409;47.491350;40.390000;45.401000;54.640000;51.129000;Wide
00000000013373275894;2021-11-10;16:12:13;108182475851;3403;1;Succeeded;46.271773;46.271758;1.514983;Canvas;4_pass;Winder;71.214894;95.783065;125.993396;91.483290;73.030000;97.708000;110.055000;98.490000;Wide
00000000013373596532;2021-11-10;16:39:53;109842639255;3404;1;Cancelled;12.751139;0.214503;1.332992;Paper;8_pass_pinCure;Winder;0.433460;0.515481;0.480685;0.727630;0.444000;0.525000;0.419000;0.783000;Wide
00000000013380122587;2021-11-10;17:54:59;114348681570;3408;1;Succeeded;12.751139;12.751139;1.332992;Paper;8_pass_pinCure;Winder;21.201477;29.086178;29.562432;25.485867;21.742000;29.670000;25.822000;27.438000;Wide
00000000013382657396;2021-11-11;05:49:57;157245741804;3409;1;Succeeded;2.562479;2.562479;1.514983;Canvas;4_pass;Winder;3.812387;4.496176;5.458511;3.954947;3.909000;4.586000;4.768000;4.257000;Wide
00000000013383567582;2021-11-11;07:18:03;162531756888;3410;1;Succeeded;1.130385;1.130385;1.514983;Canvas;8_pass;Winder;0.884328;1.214274;1.458680;1.863933;0.906000;1.238000;1.274000;2.006000;Wide
00000000013383570562;2021-11-11;07:18:09;162538127054;3410;2;Failed;0.726228;0.000001;1.514983;Canvas;8_pass;Winder;0.000000;0.000000;0.000000;0.000001;0.000000;0.000000;0.000000;0.000000;Wide
