ullid;date;time;LocalTime[us];MediaPrepareId#;Purpose$;EngineCycleId#;Category$;MediaTypeDisplayName$;MediaId$;NominalWidth[0.1mm]#;Measured#;SideEdgeLeft[0.1mm]#;SideEdgeRight[0.1mm]#;WaitingForCleancut#;ManualCut#;ManualLoading#;MediaThickness[um]#;AutomaticMediaJogging#;AdvanceCorrection#;MoistProtection#;PreCurePower#;PostCurePower#;BufferHeaterSetpoint[0.1C]#;CarriageHeightIndex#;ControlPaperStepCorrection#;ControlPaperStepPatternType$;FanFrictionCorrectionTable~;FanFrictionXCoordTable~;PaperStepCorrectionFactor#;PrinterPlatenTemperature[C]#;VacuumSurfaceSettings[0.1%]~;PrintStrategy#;RobustBacklit#;MediaMinimalSwathDuration[ms]#;WindingType$;RollPosition#;PrepareFromDrawer#;InsideRoll#;SmartInkLimit#
00000000013276479982;2021-11-09;10:17:19;490485783;-1;Print;3367;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;0;-1;-1;0;0;0;170;0;0.000000;0;0;0;320;0;53;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;1;0;0;Unlocked;0;1;0;1
00000000013290063573;2021-11-09;12:48:12;9544079461;-1;MediaTransport;-1;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6553;6448;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013290063600;2021-11-09;12:48:12;9544079739;-1;MediaTransport;-1;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6553;6448;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013290082074;2021-11-09;12:49:54;9645591538;-1;Calibrate;3368;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;0;-1;-1;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;1;0;1
00000000013290114478;2021-11-09;12:51:56;9768046912;-1;Calibrate;3369;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6570;6432;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013290114507;2021-11-09;12:51:56;9768047180;-1;Calibrate;3369;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6570;6432;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013290199040;2021-11-09;12:54:53;9944716800;-1;Calibrate;3370;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6570;6432;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013290199069;2021-11-09;12:54:53;9944717079;-1;Calibrate;3370;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6570;6432;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013290229858;2021-11-09;12:56:17;10028543293;-1;Print;3371;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6570;6432;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;1;0;0;Unlocked;0;0;0;1
00000000013290229883;2021-11-09;12:56:17;10028543599;-1;Print;3371;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6570;6432;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;1;0;0;Unlocked;0;0;0;1
