ullid;date;time;LocalTime[us];MediaPrepareId#;Purpose$;EngineCycleId#;Category$;MediaTypeDisplayName$;MediaId$;NominalWidth[0.1mm]#;Measured#;SideEdgeLeft[0.1mm]#;SideEdgeRight[0.1mm]#;WaitingForCleancut#;ManualCut#;ManualLoading#;MediaThickness[um]#;AutomaticMediaJogging#;AdvanceCorrection#;MoistProtection#;PreCurePower#;PostCurePower#;BufferHeaterSetpoint[0.1C]#;CarriageHeightIndex#;ControlPaperStepCorrection#;ControlPaperStepPatternType$;FanFrictionCorrectionTable~;FanFrictionXCoordTable~;PaperStepCorrectionFactor#;PrinterPlatenTemperature[C]#;VacuumSurfaceSettings[0.1%]~;PrintStrategy#;RobustBacklit#;MediaMinimalSwathDuration[ms]#;WindingType$;RollPosition#;PrepareFromDrawer#;InsideRoll#;SmartInkLimit#
00000000013574888569;2021-11-17;16:15:24;713161856190;-1;Print;3538;Heavy Banner > 400gsm;IJM695 Standard Banner, Matt 460-EU 1908;06391dca-b13b-41ae-af7f-6347656e8acf;11000;0;-1;-1;0;0;0;241;0;0.000000;0;0;0;320;1;47;Normal;1,;0,;1.000000;24.000000;529,638,731,344,384,;1;0;0;Unlocked;0;1;0;1
00000000013581721598;2021-11-18;05:30:25;760861830291;-1;MediaTransport;-1;Heavy Banner > 400gsm;IJM695 Standard Banner, Matt 460-EU 1908;06391dca-b13b-41ae-af7f-6347656e8acf;11000;1;5567;5498;0;0;0;241;0;0.000000;0;0;0;320;1;1;Normal;1,;0,;1.000000;24.000000;529,638,731,344,384,;0;0;0;Unlocked;0;0;0;1
00000000013581721625;2021-11-18;05:30:25;760861830570;-1;MediaTransport;-1;Heavy Banner > 400gsm;IJM695 Standard Banner, Matt 460-EU 1908;06391dca-b13b-41ae-af7f-6347656e8acf;11000;1;5567;5498;0;0;0;241;0;0.000000;0;0;0;320;1;1;Normal;1,;0,;1.000000;24.000000;529,638,731,344,384,;0;0;0;Unlocked;0;0;0;1
00000000013581786797;2021-11-18;05:41:54;761550066310;-1;Calibrate;3539;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;0;-1;-1;0;0;0;98;0;0.000000;0;0;0;320;0;1;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;1;0;1
00000000013581817759;2021-11-18;05:43:59;761675833464;-1;Calibrate;3540;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6503;6499;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013581817788;2021-11-18;05:43:59;761675833732;-1;Calibrate;3540;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6503;6499;0;0;0;170;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013581899423;2021-11-18;05:46:43;761839680702;-1;Calibrate;3541;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6503;6499;0;0;0;98;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013581899452;2021-11-18;05:46:43;761839681036;-1;Calibrate;3541;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6503;6499;0;0;0;98;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013581930612;2021-11-18;05:47:59;761915984665;-1;MediaTransport;-1;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6503;6499;0;0;0;98;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013581930639;2021-11-18;05:47:59;761915984926;-1;MediaTransport;-1;Paper;STAR 8mil Satin Poster Paper_460-US1909;4ef75f9f-9786-47ad-860a-d6f0a67447e3;13000;1;6503;6499;0;0;0;98;0;0.000000;0;0;0;320;0;0;None;1,;0,;1.000000;24.000000;516,582,613,364,385,;0;0;0;Unlocked;0;0;0;1
00000000013581977630;2021-11-18;05:57:10;762466090282;-1;Print;3542;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;0;-1;-1;0;0;0;161;0;0.000000;0;0;0;320;0;0;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;3;0;0;Unlocked;0;1;0;1
00000000013582913215;2021-11-18;06:12:44;763400396544;-1;Calibrate;3543;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013582913244;2021-11-18;06:12:44;763400396815;-1;Calibrate;3543;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013582935011;2021-11-18;06:14:07;763483559196;-1;Calibrate;3544;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013582935040;2021-11-18;06:14:07;763483559481;-1;Calibrate;3544;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013582999148;2021-11-18;06:15:38;763574163758;-1;Calibrate;3545;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013582999177;2021-11-18;06:15:38;763574164030;-1;Calibrate;3545;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013584446044;2021-11-18;06:50:34;765670588238;-1;Calibrate;3546;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;160;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013584446073;2021-11-18;06:50:34;765670588531;-1;Calibrate;3546;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;160;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013584526740;2021-11-18;06:53:31;765847111425;-1;Calibrate;3547;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013584526770;2021-11-18;06:53:31;765847111757;-1;Calibrate;3547;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
00000000013584555702;2021-11-18;06:54:29;765905660162;-1;Print;3548;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;3;0;0;Unlocked;0;0;0;1
00000000013584555729;2021-11-18;06:54:29;765905660417;-1;Print;3548;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-56;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;3;0;0;Unlocked;0;0;0;1
00000000013585117217;2021-11-18;07:01:12;766308113158;-1;Calibrate;3549;Paper;Matt Paper 200;da764d59-a782-4fce-b533-c06951de9105;13700;1;6866;6870;0;0;0;161;0;0.000000;0;0;0;320;0;-11;Wide;1,;0,;1.000000;24.000000;511,562,582,350,363,;0;0;0;Unlocked;0;0;0;1
