ullid;date;time;LocalTime[us];MediaPrepareId#;Purpose$;EngineCycleId#;Category$;MediaTypeDisplayName$;MediaId$;NominalWidth[0.1mm]#;Measured#;SideEdgeLeft[0.1mm]#;SideEdgeRight[0.1mm]#;WaitingForCleancut#;ManualCut#;ManualLoading#;MediaThickness[um]#;AutomaticMediaJogging#;AdvanceCorrection#;MoistProtection#;PreCurePower#;PostCurePower#;BufferHeaterSetpoint[0.1C]#;CarriageHeightIndex#;ControlPaperStepCorrection#;ControlPaperStepPatternType$;FanFrictionCorrectionTable~;FanFrictionXCoordTable~;PaperStepCorrectionFactor#;PrinterPlatenTemperature[C]#;VacuumSurfaceSettings[0.1%]~;PrintStrategy#;RobustBacklit#;MediaMinimalSwathDuration[ms]#;WindingType$;RollPosition#;PrepareFromDrawer#;InsideRoll#;SmartInkLimit#
00000000008460256689;2021-05-19;14:05:20;1187512259;-1;Print;1879;Canvas;EPS Canvas;6c8495a2-6aff-43a6-a5d5-fe63869e7cd0;15200;0;-1;-1;0;0;0;233;0;0.000000;0;0;0;320;1;-11;Wide;1,;0,;1.000000;24.000000;654,521,472,218,220,;1;0;0;Unlocked;0;1;0;1
00000000008460402252;2021-05-19;14:08:37;1384587864;-1;Print;1880;Canvas;EPS Canvas;6c8495a2-6aff-43a6-a5d5-fe63869e7cd0;15200;1;7670;7588;0;0;0;233;0;0.000000;0;0;0;320;1;68;Wide;1,;0,;1.000000;24.000000;654,521,472,218,220,;1;0;0;Unlocked;0;0;0;1
00000000008460402278;2021-05-19;14:08:37;1384588107;-1;Print;1880;Canvas;EPS Canvas;6c8495a2-6aff-43a6-a5d5-fe63869e7cd0;15200;1;7670;7588;0;0;0;233;0;0.000000;0;0;0;320;1;68;Wide;1,;0,;1.000000;24.000000;654,521,472,218,220,;1;0;0;Unlocked;0;0;0;1
00000000008460480768;2021-05-19;14:10:03;1470432302;-1;Print;1881;Canvas;EPS Canvas;6c8495a2-6aff-43a6-a5d5-fe63869e7cd0;15200;1;7670;7588;0;0;0;233;0;0.000000;0;0;0;320;1;90;Wide;1,;0,;1.000000;24.000000;654,521,472,218,220,;1;0;0;Unlocked;0;0;0;1
00000000008460480793;2021-05-19;14:10:03;1470432553;-1;Print;1881;Canvas;EPS Canvas;6c8495a2-6aff-43a6-a5d5-fe63869e7cd0;15200;1;7670;7588;0;0;0;233;0;0.000000;0;0;0;320;1;90;Wide;1,;0,;1.000000;24.000000;654,521,472,218,220,;1;0;0;Unlocked;0;0;0;1
00000000008460944639;2021-05-19;14:15:19;1786786631;-1;MediaTransport;-1;Canvas;EPS Canvas;6c8495a2-6aff-43a6-a5d5-fe63869e7cd0;15200;1;7670;7588;0;0;0;233;0;0.000000;0;0;0;320;1;74;Wide;1,;0,;1.000000;24.000000;654,521,472,218,220,;0;0;0;Unlocked;0;0;0;1
00000000008460944666;2021-05-19;14:15:19;1786786933;-1;MediaTransport;-1;Canvas;EPS Canvas;6c8495a2-6aff-43a6-a5d5-fe63869e7cd0;15200;1;7670;7588;0;0;0;233;0;0.000000;0;0;0;320;1;74;Wide;1,;0,;1.000000;24.000000;654,521,472,218,220,;0;0;0;Unlocked;0;0;0;1
00000000008460995459;2021-05-19;14:23:29;2277290163;-1;Print;1882;Monomeric vinyl;Service tests - Vinyl;00000000-0001-0000-0000-000000000000;15300;0;-1;-1;0;0;0;220;0;0.000000;0;0;0;320;1;74;Normal;1,;0,;1.000000;24.000000;704,415,417,418,423,;1;0;0;None;0;1;0;1
00000000008461134945;2021-05-19;14:26:20;2447415292;-1;Print;1883;Monomeric vinyl;Service tests - Vinyl;00000000-0001-0000-0000-000000000000;15300;1;7583;7678;0;0;0;220;0;0.000000;0;0;0;320;1;120;Normal;1,;0,;1.000000;24.000000;704,415,417,418,423,;1;0;0;None;0;0;0;1
00000000008461134970;2021-05-19;14:26:20;2447415533;-1;Print;1883;Monomeric vinyl;Service tests - Vinyl;00000000-0001-0000-0000-000000000000;15300;1;7583;7678;0;0;0;220;0;0.000000;0;0;0;320;1;120;Normal;1,;0,;1.000000;24.000000;704,415,417,418,423,;1;0;0;None;0;0;0;1
